,web-scraper-order,web-scraper-start-url,books,books-href,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,places,awards,awards_won,mean_norm_ratings,min_max_norm_ratings
695,1618238588-3461,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The House of the Scorpion (Matteo Alacran, #1)",https://www.goodreads.com/book/show/13376.The_House_of_the_Scorpion,The House of the Scorpion,Nancy Farmer,6485,85437,4.06,380,2004,True,Academic,['nan'],"Newbery Medal Nominee (2003), National Book Award for Young People's Literature (2002), Mythopoeic Fantasy Award Nominee for Children's Literature (2003), Buxtehuder Bulle (2003), Michael L. Printz Award Nominee (2003)
                      ...more
                          South Carolina Book Award for Junior Book Award (2006), Grand Canyon Reader Award for Teen Book (2005), Rhode Island Teen Book Award (2004), Dorothy Canfield Fisher Children's Book Award Nominee (2004), Pacific Northwest Library Association Young Reader's Choice Award for Senior (2005), Michigan Library Association Thumbs Up! Award Nominee (2003), Lincoln Award Nominee (2008), Missouri Gateway Readers Award Nominee (2005), Oklahoma Sequoyah Award for YA (2005)
...less",14.0,5.91103658536585,6.597560975609752
696,1618238617-3567,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Gone (Gone, #1)",https://www.goodreads.com/book/show/2536134.Gone,Gone,Michael  Grant,10983,185183,3.86,560,2008,True,Fantasy,"['Perdido Beach, California', 'United States']",Missouri Truman Readers Award Nominee (2011),1.0,4.813475609756097,4.402439024390244
697,1618238477-3047,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Gate to Women's Country,https://www.goodreads.com/book/show/104344.The_Gate_to_Women_s_Country,The Gate to Women's Country,Sheri S. Tepper,784,12470,4.06,315,1999,False,Sci-Fi,['nan'],"Locus Award for Best Fantasy Novel (1992), Arthur C. Clarke Award Nominee (1998)",2.0,5.91103658536585,6.597560975609752
698,1618238726-3978,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Giver (The Giver, #1)",https://www.goodreads.com/book/show/3636.The_Giver,The Giver,Lois Lowry,67030,1884450,4.13,208,2006,True,Sci-Fi,['nan'],"Newbery Medal (1994), Mythopoeic Fantasy Award Nominee for Children's Literature (1994), Golden Duck Award for Young Adult (Hal Clement Award) (1994), Garden State Book Award for Teen Fiction Grades 6-8 (1996), Buckeye Children's Book Award for Grade 6-8 (1997)
                      ...more
                          Grand Canyon Reader Award for Teen Book (1995), Maryland Black-Eyed Susan Book Award for Grade 6-9 (1995), Golden Sower Award for Young Adult (1995), Pennsylvania Young Readers' Choice Award for Grades 3-8 (1995), Soaring Eagle Book Award Nominee (1996), Pacific Northwest Library Association Young Reader's Choice Award for Senior (1996), Boston Globe-Horn Book Award Nominee for Fiction (1993), New Mexico Land of Enchantment Award (1997), Eliot Rosewater Indiana High School Book Award (1997), William Allen White Children's Book Award (1996), Wyoming Indian Paintbrush Nominee (1996), NSK Neustadt Prize for Children's Literature Nominee (2013), Oklahoma Sequoyah Award for YA (1996), Rebecca Caudill Young Readers' Book Award (1996), Hea Lasteraamat (2010), Premi Protagonista Jove for Categoria 13-14 anys (2016), Margaret A. Edwards Award (2007)
...less",22.0,6.295182926829266,7.365853658536584
699,1618238596-3493,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Atlas Shrugged,https://www.goodreads.com/book/show/662.Atlas_Shrugged,Atlas Shrugged,Ayn Rand,17825,361689,3.69,1168,1999,False,Business,['nan'],"Prometheus Hall of Fame Award (1983), National Book Award Finalist for Fiction (1958)",2.0,3.880548780487805,2.5365853658536595
700,1618238475-3040,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Feed (Newsflesh Trilogy, #1)",https://www.goodreads.com/book/show/7094569-feed,Feed,Mira Grant,6376,53860,3.86,599,2010,True,Young Adult,['nan'],"Hugo Award Nominee for Best Novel (2011), Locus Award Nominee for Best SF Novel (2011), Shirley Jackson Award Nominee for Novel (Finalist) (2010), Goodreads Choice Award for Science Fiction (2010)",4.0,4.813475609756097,4.402439024390244
701,1618238726-3980,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Giver (The Giver, #1)",https://www.goodreads.com/book/show/3636.The_Giver,The Giver,Lois Lowry,67030,1884450,4.13,208,2006,True,Academic,['nan'],"Newbery Medal (1994), Mythopoeic Fantasy Award Nominee for Children's Literature (1994), Golden Duck Award for Young Adult (Hal Clement Award) (1994), Garden State Book Award for Teen Fiction Grades 6-8 (1996), Buckeye Children's Book Award for Grade 6-8 (1997)
                      ...more
                          Grand Canyon Reader Award for Teen Book (1995), Maryland Black-Eyed Susan Book Award for Grade 6-9 (1995), Golden Sower Award for Young Adult (1995), Pennsylvania Young Readers' Choice Award for Grades 3-8 (1995), Soaring Eagle Book Award Nominee (1996), Pacific Northwest Library Association Young Reader's Choice Award for Senior (1996), Boston Globe-Horn Book Award Nominee for Fiction (1993), New Mexico Land of Enchantment Award (1997), Eliot Rosewater Indiana High School Book Award (1997), William Allen White Children's Book Award (1996), Wyoming Indian Paintbrush Nominee (1996), NSK Neustadt Prize for Children's Literature Nominee (2013), Oklahoma Sequoyah Award for YA (1996), Rebecca Caudill Young Readers' Book Award (1996), Hea Lasteraamat (2010), Premi Protagonista Jove for Categoria 13-14 anys (2016), Margaret A. Edwards Award (2007)
...less",22.0,6.295182926829266,7.365853658536584
702,1618238571-3389,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Man in the High Castle,https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle,The Man in the High Castle,Philip K. Dick,12097,184014,3.62,259,1992,False,Historical,['nan'],"Hugo Award for Best Novel (1963), Tähtivaeltaja Award (1993)",2.0,3.496402439024391,1.7682926829268322
703,1618238612-3545,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"A Canticle for Leibowitz (St. Leibowitz, #1)",https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,A Canticle for Leibowitz,Walter M. Miller Jr.,4975,97628,3.97,334,2006,True,Fiction,['nan'],"Hugo Award for Best Novel (1961), Locus Award for All-Time Best Novel (1975)",2.0,5.417134146341464,5.609756097560978
704,1618238514-3177,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,A Scanner Darkly,https://www.goodreads.com/book/show/14817.A_Scanner_Darkly,A Scanner Darkly,Philip K. Dick,3246,93384,4.01,219,2006,False,Sci-Fi Fantasy,['nan'],"Locus Award Nominee for Best SF Novel (1978), British Science Fiction Association Award for Novel (1978), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1978), Graoully d'Or for Roman étranger (1979), Tähtivaeltaja Award (1991)",5.0,5.636646341463413,6.048780487804876
705,1618238640-3659,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Gunslinger,https://www.goodreads.com/book/show/43615.The_Gunslinger,The Gunslinger,Stephen King,19698,533647,3.94,231,2003,True,Adventure,['nan'],,0.0,5.2524999999999995,5.280487804878049
706,1618238493-3097,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Logan's Run,https://www.goodreads.com/book/show/73654.Logan_s_Run,Logan's Run,William F. Nolan,650,10471,3.66,149,1976,True,Classics,['nan'],,0.0,3.7159146341463423,2.207317073170735
707,1618238517-3189,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Cell,https://www.goodreads.com/book/show/10567.Cell,Cell,Stephen King,6225,199891,3.66,449,2006,False,Apocalyptic,['nan'],,0.0,3.7159146341463423,2.207317073170735
708,1618238719-3946,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Fahrenheit 451,https://www.goodreads.com/book/show/13079982-fahrenheit-451,Fahrenheit 451,Ray Bradbury,51177,1784371,3.99,194,2011,False,Sci-Fi,['nan'],"Prometheus Hall of Fame Award (1984), Geffen Award for Best Translated SF Book (2002), California Book Award for Fiction (Silver) (1953), Retro Hugo Award for Best Novel (2004)",4.0,5.526890243902439,5.829268292682929
709,1618238706-3897,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Road,https://www.goodreads.com/book/show/6288.The_Road,The Road,Cormac McCarthy,47078,746264,3.97,241,2006,False,Apocalyptic,['nan'],"Pulitzer Prize for Fiction (2007), Locus Award Nominee for Best SF Novel (2007), James Tait Black Memorial Prize for Fiction (2006), The Quill Award for General Fiction (2007), Puddly Award for Fiction (2010)
                      ...more
                          National Book Critics Circle Award Nominee for Fiction (2006), Believer Book Award (2006), Tähtivaeltaja Award (2009), Cena Akademie SFFH for Kniha roku (Book of the Year) (2008), Prix des libraires du Québec for Lauréats hors Québec (2009), International Dublin Literary Award Nominee (2008), The Rooster -- The Morning News Tournament of Books (2007)
...less",12.0,5.417134146341464,5.609756097560978
710,1618238477-3050,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Gate to Women's Country,https://www.goodreads.com/book/show/104344.The_Gate_to_Women_s_Country,The Gate to Women's Country,Sheri S. Tepper,784,12470,4.06,315,1999,False,Speculative Fiction,['nan'],"Locus Award for Best Fantasy Novel (1992), Arthur C. Clarke Award Nominee (1998)",2.0,5.91103658536585,6.597560975609752
711,1618238594-3479,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Long Walk,https://www.goodreads.com/book/show/9014.The_Long_Walk,The Long Walk,Richard Bachman,7735,135469,4.08,370,1999,False,Fantasy,['nan'],,0.0,6.020792682926829,6.817073170731708
712,1618238724-3973,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Divergent (Divergent, #1)",https://www.goodreads.com/book/show/13335037-divergent,Divergent,Veronica Roth,109706,3067979,4.18,487,2012,True,Action,"['Chicago, Illinois', 'United States']","Georgia Peach Book Award (2012), South Carolina Book Award for Young Adult (2014), Rhode Island Teen Book Award (2013), Evergreen Teen Book Award (2014), Soaring Eagle Book Award (2012)
                      ...more
                          Milwaukee County Teen Book Award Nominee (2012), Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012), Sakura Medal, New Mexico Land of Enchantment Award for Young Adult (2014), Eliot Rosewater Indiana High School Book Award (2014), California Young Readers Medal for Young Adult (2014), Lincoln Award Nominee (2014), DABWAHA Romance Tournament for Best Young Adult Romance (2012), Goodreads Choice Award for Favorite Book and for Young Adult Fantasy & Science Fiction and Nominee for Goodreads Author (2011), Green Mountain Book Award (2013), The Magnolia Award for 6-8 (2014), Louisiana Teen Readers' Choice (2014), Missouri Gateway Readers Award (2014), Oklahoma Sequoyah Award for High Schol (2014), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)
...less",19.0,6.569573170731704,7.91463414634146
713,1618238542-3293,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Swan Song,https://www.goodreads.com/book/show/11557.Swan_Song,Swan Song,Robert R. McCammon,3735,57129,4.28,956,1987,False,Sci-Fi Fantasy,['nan'],"Bram Stoker Award for Best Novel (1987), World Fantasy Award Nominee for Best Novel (1988), Japan Adventure Fiction Association Prize 日本冒険小説協会大賞特別賞 for Best Translated Novel (1994)",3.0,7.118353658536586,9.01219512195122
714,1618238629-3617,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Knife of Never Letting Go (Chaos Walking, #1)",https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,The Knife of Never Letting Go,Patrick Ness,17884,166899,3.97,512,2014,True,Fantasy,['New World'],"Guardian Children's Fiction Prize (2008), Manchester Book Award  Nominee for Longlist (2009), Odyssey Award Nominee (2011), James Tiptree Jr. Award (2008), Milwaukee County Teen Book Award Nominee (2010)
                      ...more
                          Dioraphte Jongerenliteratuurprijs Nominee (2014), Carnegie Medal Nominee (2009), Green Mountain Book Award (2012)
...less",8.0,5.417134146341464,5.609756097560978
715,1618238586-3450,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Trial,https://www.goodreads.com/book/show/17690.The_Trial,The Trial,Franz Kafka,8247,247744,3.96,255,2001,False,Sci-Fi,"['All Editions', 'Add a New Edition', 'Combine']",Helen and Kurt Wolff Translator's Prize Nominee for Breon Mitchell (1999),1.0,5.362256097560975,5.5
716,1618238566-3380,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Station Eleven,https://www.goodreads.com/book/show/20170404-station-eleven,Station Eleven,Emily St. John Mandel,40680,348271,4.05,333,2014,False,Fantasy,"['Toronto, Ontario', 'Canada', 'Michigan', 'United States']","Locus Award Nominee for Best SF Novel (2015), Arthur C. Clarke Award (2015), Kurd-Laßwitz-Preis Nominee for Bestes ausländisches Werk (Best Foreign Work) (2016), PEN/Faulkner Award for Fiction Nominee (2015), Sunburst Award Nominee for Adult (2015)
                      ...more
                          John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2015), British Fantasy Award Nominee for Best Horror Novel (August Derleth Award) (2015), NAIBA Book of the Year for Fiction (2015), Toronto Book Award Nominee (2015), The Great Michigan Read (2015), Women's Prize for Fiction Nominee for Longlist (2015), Andrew Carnegie Medal Nominee for Fiction (2015), National Book Award Finalist for Fiction (2014), Goodreads Choice Award Nominee for Fiction (2014), The Rooster -- The Morning News Tournament of Books (2015)
...less",15.0,5.856158536585364,6.487804878048778
717,1618238721-3955,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Brave New World,https://www.goodreads.com/book/show/5129.Brave_New_World,Brave New World,Aldous Huxley,32941,1508925,3.99,268,1998,False,Fiction,['nan'],,0.0,5.526890243902439,5.829268292682929
718,1618238527-3229,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Incarceron (Incarceron, #1)",https://www.goodreads.com/book/show/332775.Incarceron,Incarceron,Catherine Fisher,5365,59683,3.64,458,2007,True,Fiction,['nan'],"Mythopoeic Fantasy Award Nominee for Children’s Literature (2011), Milwaukee County Teen Book Award Nominee (2011), CYBILS Award Nominee for Young Adult Fantasy & Science Fiction (2007), Carnegie Medal Nominee (2008)",4.0,3.6061585365853666,1.9878048780487836
719,1618238509-3158,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Birthmarked (Birthmarked, #1)",https://www.goodreads.com/book/show/6909544-birthmarked,Birthmarked,Caragh M. O'Brien,3619,47979,3.87,361,2010,True,Fiction,['nan'],"Georgia Peach Book Award Nominee (2011), Rhode Island Teen Book Award Nominee (2012), Beehive Book Award Nominee (2012), Arkansas Teen Book Award Nominee (2012), CYBILS Award Nominee (2010)",5.0,4.868353658536586,4.512195121951221
720,1618238701-3874,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,The Stand,https://www.goodreads.com/book/show/149267.The_Stand,The Stand,Stephen King,22435,646087,4.34,1152,1990,False,Horror,['nan'],"Locus Award Nominee for Best SF Novel (1979), World Fantasy Award Nominee for Best Novel (1979), Gandalf Award Nominee (1979), Balrog Award Nominee for Best Novel (1979) (1980)",5.0,7.44762195121951,9.67073170731707
721,1618238617-3566,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Gone (Gone, #1)",https://www.goodreads.com/book/show/2536134.Gone,Gone,Michael  Grant,10983,185183,3.86,560,2008,True,Sci-Fi,"['Perdido Beach, California', 'United States']",Missouri Truman Readers Award Nominee (2011),1.0,4.813475609756097,4.402439024390244
722,1618238472-3027,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"The Girl with All the Gifts (The Girl with All the Gifts, #1)",https://www.goodreads.com/book/show/17235026-the-girl-with-all-the-gifts,The Girl with All the Gifts,M.R. Carey,20383,197164,3.94,461,2014,True,Horror,"['London, England', 'United Kingdom']","Arthur C. Clarke Award Nominee (2015), Audie Award for Paranormal (2015), British Fantasy Award Nominee for August Derleth Award (best horror novel) (2015), Tähtivaeltaja Award Nominee (2017), Goodreads Choice Award Nominee for Horror (2014)
                      ...more
                          James Herbert Award Nominee (2015)
...less",6.0,5.2524999999999995,5.280487804878049
723,1618238512-3172,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Shades of Grey (Shades of Grey, #1)",https://www.goodreads.com/book/show/2113260.Shades_of_Grey,Shades of Grey,Jasper Fforde,4258,32986,4.15,400,2009,True,Audiobook,['nan'],"Locus Award Nominee for Best Fantasy Novel (2011), Warwick Prize for Writing Nominee for Longlist (2011), Prix Julia Verlanger (2012)",3.0,6.404939024390245,7.58536585365854
724,1618238525-3219,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Planet of the Apes,https://www.goodreads.com/book/show/414895.Planet_of_the_Apes,Planet of the Apes,Pierre Boulle,1592,34912,3.96,268,2001,False,Sci-Fi,['nan'],,0.0,5.362256097560975,5.5
725,1618238475-3043,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,"Feed (Newsflesh Trilogy, #1)",https://www.goodreads.com/book/show/7094569-feed,Feed,Mira Grant,6376,53860,3.86,599,2010,True,Audiobook,['nan'],"Hugo Award Nominee for Best Novel (2011), Locus Award Nominee for Best SF Novel (2011), Shirley Jackson Award Nominee for Novel (Finalist) (2010), Goodreads Choice Award for Science Fiction (2010)",4.0,4.813475609756097,4.402439024390244
726,1618238499-3115,https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction,Earth Abides,https://www.goodreads.com/book/show/93269.Earth_Abides,Earth Abides,George R. Stewart,2057,26032,3.96,345,2006,False,Fiction,['nan'],International Fantasy Award for Fiction (1951),1.0,5.362256097560975,5.5
